points: surface
(0.000000,1.000000,0.000000)
(0.000000,0.998750,0.000000)
(0.000000,0.995004,0.000000)
(0.000000,0.988771,0.000000)
(0.000000,0.980067,0.000000)
(0.000000,0.968912,0.000000)
(0.000000,0.955336,0.000000)
(0.000000,0.939373,0.000000)
(0.000000,0.921061,0.000000)
(0.000000,0.900447,0.000000)
(0.000000,0.877583,0.000000)
(0.000000,0.852525,0.000000)
(0.000000,0.825336,0.000000)
(0.000000,0.796084,0.000000)
(0.000000,0.764842,0.000000)
(0.000000,0.731689,0.000000)
(0.000000,0.696707,0.000000)
(0.000000,0.659983,0.000000)
(0.000000,0.621610,0.000000)
(0.000000,0.581683,0.000000)
(0.049979,1.000000,0.000000)
(0.049979,0.998750,0.002500)
(0.049979,0.995004,0.005000)
(0.049979,0.988771,0.007500)
(0.049979,0.980067,0.010000)
(0.049979,0.968912,0.012500)
(0.049979,0.955336,0.015000)
(0.049979,0.939373,0.017500)
(0.049979,0.921061,0.020000)
(0.049979,0.900447,0.022500)
(0.049979,0.877583,0.025000)
(0.049979,0.852525,0.027500)
(0.049979,0.825336,0.030000)
(0.049979,0.796084,0.032500)
(0.049979,0.764842,0.035000)
(0.049979,0.731689,0.037500)
(0.049979,0.696707,0.040000)
(0.049979,0.659983,0.042500)
(0.049979,0.621610,0.045000)
(0.049979,0.581683,0.047500)
(0.099833,1.000000,0.000000)
(0.099833,0.998750,0.005000)
(0.099833,0.995004,0.010000)
(0.099833,0.988771,0.015000)
(0.099833,0.980067,0.020000)
(0.099833,0.968912,0.025000)
(0.099833,0.955336,0.030000)
(0.099833,0.939373,0.035000)
(0.099833,0.921061,0.040000)
(0.099833,0.900447,0.045000)
(0.099833,0.877583,0.050000)
(0.099833,0.852525,0.055000)
(0.099833,0.825336,0.060000)
(0.099833,0.796084,0.065000)
(0.099833,0.764842,0.070000)
(0.099833,0.731689,0.075000)
(0.099833,0.696707,0.080000)
(0.099833,0.659983,0.085000)
(0.099833,0.621610,0.090000)
(0.099833,0.581683,0.095000)
(0.149438,1.000000,0.000000)
(0.149438,0.998750,0.007500)
(0.149438,0.995004,0.015000)
(0.149438,0.988771,0.022500)
(0.149438,0.980067,0.030000)
(0.149438,0.968912,0.037500)
(0.149438,0.955336,0.045000)
(0.149438,0.939373,0.052500)
(0.149438,0.921061,0.060000)
(0.149438,0.900447,0.067500)
(0.149438,0.877583,0.075000)
(0.149438,0.852525,0.082500)
(0.149438,0.825336,0.090000)
(0.149438,0.796084,0.097500)
(0.149438,0.764842,0.105000)
(0.149438,0.731689,0.112500)
(0.149438,0.696707,0.120000)
(0.149438,0.659983,0.127500)
(0.149438,0.621610,0.135000)
(0.149438,0.581683,0.142500)
(0.198669,1.000000,0.000000)
(0.198669,0.998750,0.010000)
(0.198669,0.995004,0.020000)
(0.198669,0.988771,0.030000)
(0.198669,0.980067,0.040000)
(0.198669,0.968912,0.050000)
(0.198669,0.955336,0.060000)
(0.198669,0.939373,0.070000)
(0.198669,0.921061,0.080000)
(0.198669,0.900447,0.090000)
(0.198669,0.877583,0.100000)
(0.198669,0.852525,0.110000)
(0.198669,0.825336,0.120000)
(0.198669,0.796084,0.130000)
(0.198669,0.764842,0.140000)
(0.198669,0.731689,0.150000)
(0.198669,0.696707,0.160000)
(0.198669,0.659983,0.170000)
(0.198669,0.621610,0.180000)
(0.198669,0.581683,0.190000)
(0.247404,1.000000,0.000000)
(0.247404,0.998750,0.012500)
(0.247404,0.995004,0.025000)
(0.247404,0.988771,0.037500)
(0.247404,0.980067,0.050000)
(0.247404,0.968912,0.062500)
(0.247404,0.955336,0.075000)
(0.247404,0.939373,0.087500)
(0.247404,0.921061,0.100000)
(0.247404,0.900447,0.112500)
(0.247404,0.877583,0.125000)
(0.247404,0.852525,0.137500)
(0.247404,0.825336,0.150000)
(0.247404,0.796084,0.162500)
(0.247404,0.764842,0.175000)
(0.247404,0.731689,0.187500)
(0.247404,0.696707,0.200000)
(0.247404,0.659983,0.212500)
(0.247404,0.621610,0.225000)
(0.247404,0.581683,0.237500)
(0.295520,1.000000,0.000000)
(0.295520,0.998750,0.015000)
(0.295520,0.995004,0.030000)
(0.295520,0.988771,0.045000)
(0.295520,0.980067,0.060000)
(0.295520,0.968912,0.075000)
(0.295520,0.955336,0.090000)
(0.295520,0.939373,0.105000)
(0.295520,0.921061,0.120000)
(0.295520,0.900447,0.135000)
(0.295520,0.877583,0.150000)
(0.295520,0.852525,0.165000)
(0.295520,0.825336,0.180000)
(0.295520,0.796084,0.195000)
(0.295520,0.764842,0.210000)
(0.295520,0.731689,0.225000)
(0.295520,0.696707,0.240000)
(0.295520,0.659983,0.255000)
(0.295520,0.621610,0.270000)
(0.295520,0.581683,0.285000)
(0.342898,1.000000,0.000000)
(0.342898,0.998750,0.017500)
(0.342898,0.995004,0.035000)
(0.342898,0.988771,0.052500)
(0.342898,0.980067,0.070000)
(0.342898,0.968912,0.087500)
(0.342898,0.955336,0.105000)
(0.342898,0.939373,0.122500)
(0.342898,0.921061,0.140000)
(0.342898,0.900447,0.157500)
(0.342898,0.877583,0.175000)
(0.342898,0.852525,0.192500)
(0.342898,0.825336,0.210000)
(0.342898,0.796084,0.227500)
(0.342898,0.764842,0.245000)
(0.342898,0.731689,0.262500)
(0.342898,0.696707,0.280000)
(0.342898,0.659983,0.297500)
(0.342898,0.621610,0.315000)
(0.342898,0.581683,0.332500)
(0.389418,1.000000,0.000000)
(0.389418,0.998750,0.020000)
(0.389418,0.995004,0.040000)
(0.389418,0.988771,0.060000)
(0.389418,0.980067,0.080000)
(0.389418,0.968912,0.100000)
(0.389418,0.955336,0.120000)
(0.389418,0.939373,0.140000)
(0.389418,0.921061,0.160000)
(0.389418,0.900447,0.180000)
(0.389418,0.877583,0.200000)
(0.389418,0.852525,0.220000)
(0.389418,0.825336,0.240000)
(0.389418,0.796084,0.260000)
(0.389418,0.764842,0.280000)
(0.389418,0.731689,0.300000)
(0.389418,0.696707,0.320000)
(0.389418,0.659983,0.340000)
(0.389418,0.621610,0.360000)
(0.389418,0.581683,0.380000)
(0.434966,1.000000,0.000000)
(0.434966,0.998750,0.022500)
(0.434966,0.995004,0.045000)
(0.434966,0.988771,0.067500)
(0.434966,0.980067,0.090000)
(0.434966,0.968912,0.112500)
(0.434966,0.955336,0.135000)
(0.434966,0.939373,0.157500)
(0.434966,0.921061,0.180000)
(0.434966,0.900447,0.202500)
(0.434966,0.877583,0.225000)
(0.434966,0.852525,0.247500)
(0.434966,0.825336,0.270000)
(0.434966,0.796084,0.292500)
(0.434966,0.764842,0.315000)
(0.434966,0.731689,0.337500)
(0.434966,0.696707,0.360000)
(0.434966,0.659983,0.382500)
(0.434966,0.621610,0.405000)
(0.434966,0.581683,0.427500)
(0.479426,1.000000,0.000000)
(0.479426,0.998750,0.025000)
(0.479426,0.995004,0.050000)
(0.479426,0.988771,0.075000)
(0.479426,0.980067,0.100000)
(0.479426,0.968912,0.125000)
(0.479426,0.955336,0.150000)
(0.479426,0.939373,0.175000)
(0.479426,0.921061,0.200000)
(0.479426,0.900447,0.225000)
(0.479426,0.877583,0.250000)
(0.479426,0.852525,0.275000)
(0.479426,0.825336,0.300000)
(0.479426,0.796084,0.325000)
(0.479426,0.764842,0.350000)
(0.479426,0.731689,0.375000)
(0.479426,0.696707,0.400000)
(0.479426,0.659983,0.425000)
(0.479426,0.621610,0.450000)
(0.479426,0.581683,0.475000)
(0.522687,1.000000,0.000000)
(0.522687,0.998750,0.027500)
(0.522687,0.995004,0.055000)
(0.522687,0.988771,0.082500)
(0.522687,0.980067,0.110000)
(0.522687,0.968912,0.137500)
(0.522687,0.955336,0.165000)
(0.522687,0.939373,0.192500)
(0.522687,0.921061,0.220000)
(0.522687,0.900447,0.247500)
(0.522687,0.877583,0.275000)
(0.522687,0.852525,0.302500)
(0.522687,0.825336,0.330000)
(0.522687,0.796084,0.357500)
(0.522687,0.764842,0.385000)
(0.522687,0.731689,0.412500)
(0.522687,0.696707,0.440000)
(0.522687,0.659983,0.467500)
(0.522687,0.621610,0.495000)
(0.522687,0.581683,0.522500)
(0.564642,1.000000,0.000000)
(0.564642,0.998750,0.030000)
(0.564642,0.995004,0.060000)
(0.564642,0.988771,0.090000)
(0.564642,0.980067,0.120000)
(0.564642,0.968912,0.150000)
(0.564642,0.955336,0.180000)
(0.564642,0.939373,0.210000)
(0.564642,0.921061,0.240000)
(0.564642,0.900447,0.270000)
(0.564642,0.877583,0.300000)
(0.564642,0.852525,0.330000)
(0.564642,0.825336,0.360000)
(0.564642,0.796084,0.390000)
(0.564642,0.764842,0.420000)
(0.564642,0.731689,0.450000)
(0.564642,0.696707,0.480000)
(0.564642,0.659983,0.510000)
(0.564642,0.621610,0.540000)
(0.564642,0.581683,0.570000)
(0.605186,1.000000,0.000000)
(0.605186,0.998750,0.032500)
(0.605186,0.995004,0.065000)
(0.605186,0.988771,0.097500)
(0.605186,0.980067,0.130000)
(0.605186,0.968912,0.162500)
(0.605186,0.955336,0.195000)
(0.605186,0.939373,0.227500)
(0.605186,0.921061,0.260000)
(0.605186,0.900447,0.292500)
(0.605186,0.877583,0.325000)
(0.605186,0.852525,0.357500)
(0.605186,0.825336,0.390000)
(0.605186,0.796084,0.422500)
(0.605186,0.764842,0.455000)
(0.605186,0.731689,0.487500)
(0.605186,0.696707,0.520000)
(0.605186,0.659983,0.552500)
(0.605186,0.621610,0.585000)
(0.605186,0.581683,0.617500)
(0.644218,1.000000,0.000000)
(0.644218,0.998750,0.035000)
(0.644218,0.995004,0.070000)
(0.644218,0.988771,0.105000)
(0.644218,0.980067,0.140000)
(0.644218,0.968912,0.175000)
(0.644218,0.955336,0.210000)
(0.644218,0.939373,0.245000)
(0.644218,0.921061,0.280000)
(0.644218,0.900447,0.315000)
(0.644218,0.877583,0.350000)
(0.644218,0.852525,0.385000)
(0.644218,0.825336,0.420000)
(0.644218,0.796084,0.455000)
(0.644218,0.764842,0.490000)
(0.644218,0.731689,0.525000)
(0.644218,0.696707,0.560000)
(0.644218,0.659983,0.595000)
(0.644218,0.621610,0.630000)
(0.644218,0.581683,0.665000)
(0.681639,1.000000,0.000000)
(0.681639,0.998750,0.037500)
(0.681639,0.995004,0.075000)
