points: customPlane
(1.000000,1.000000,-0.000000)
(0.835405,0.986361,-0.000000)
(0.675301,0.945817,-0.000000)
(0.524053,0.879474,-0.000000)
(0.385787,0.789141,-0.000000)
(0.264276,0.677282,-0.000000)
(0.162834,0.546948,-0.000000)
(0.084227,0.401695,-0.000000)
(0.030600,0.245485,-0.000000)
(0.003416,0.082579,-0.000000)
(0.003416,-0.082579,-0.000000)
(0.030600,-0.245485,-0.000000)
(0.084227,-0.401695,-0.000000)
(0.162834,-0.546948,-0.000000)
(0.264276,-0.677282,-0.000000)
(0.385787,-0.789141,-0.000000)
(0.524053,-0.879474,-0.000000)
(0.675301,-0.945817,-0.000000)
(0.835405,-0.986361,-0.000000)
(1.000000,-1.000000,-0.000000)
(1.000000,1.000000,-0.000000)
(0.844324,0.986361,-0.053444)
(0.692894,0.945817,-0.105430)
(0.549841,0.879474,-0.154540)
(0.419067,0.789141,-0.199435)
(0.304140,0.677282,-0.238889)
(0.208194,0.546948,-0.271828)
(0.133846,0.401695,-0.297351)
(0.083125,0.245485,-0.314764)
(0.057413,0.082579,-0.323590)
(0.057413,-0.082579,-0.323590)
(0.083125,-0.245485,-0.314764)
(0.133846,-0.401695,-0.297351)
(0.208194,-0.546948,-0.271828)
(0.304140,-0.677282,-0.238889)
(0.419067,-0.789141,-0.199435)
(0.549841,-0.879474,-0.154540)
(0.692894,-0.945817,-0.105430)
(0.844324,-0.986361,-0.053444)
(1.000000,-1.000000,-0.000000)
(1.000000,1.000000,-0.000000)
(0.870112,0.986361,-0.101096)
(0.743766,0.945817,-0.199435)
(0.624411,0.879474,-0.292333)
(0.515300,0.789141,-0.377257)
(0.419410,0.677282,-0.451891)
(0.339358,0.546948,-0.514198)
(0.277326,0.401695,-0.562480)
(0.235007,0.245485,-0.595418)
(0.213555,0.082579,-0.612115)
(0.213555,-0.082579,-0.612115)
(0.235007,-0.245485,-0.595418)
(0.277326,-0.401695,-0.562480)
(0.339358,-0.546948,-0.514198)
(0.419410,-0.677282,-0.451891)
(0.515300,-0.789141,-0.377257)
(0.624411,-0.879474,-0.292333)
(0.743766,-0.945817,-0.199435)
(0.870112,-0.986361,-0.101096)
(1.000000,-1.000000,-0.000000)
(1.000000,1.000000,-0.000000)
(0.909975,0.986361,-0.137793)
(0.822406,0.945817,-0.271828)
(0.739681,0.879474,-0.398447)
(0.664057,0.789141,-0.514198)
(0.597597,0.677282,-0.615923)
(0.542113,0.546948,-0.700848)
(0.499119,0.401695,-0.766655)
(0.469788,0.245485,-0.811549)
(0.454920,0.082579,-0.834307)
(0.454920,-0.082579,-0.834307)
(0.469788,-0.245485,-0.811549)
