points: customPlane
(1.000000,-0.000000,-1.000000)
(0.843566,-0.000000,-0.987688)
(0.690983,-0.000000,-0.951057)
(0.546010,-0.000000,-0.891007)
(0.412215,-0.000000,-0.809017)
(0.292893,-0.000000,-0.707107)
(0.190983,-0.000000,-0.587785)
(0.108993,-0.000000,-0.453990)
(0.048943,-0.000000,-0.309017)
(0.012312,-0.000000,-0.156434)
(0.000000,-0.000000,0.000000)
(0.012312,-0.000000,0.156434)
(0.048943,-0.000000,0.309017)
(0.108993,-0.000000,0.453990)
(0.190983,-0.000000,0.587785)
(0.292893,-0.000000,0.707107)
(0.412215,-0.000000,0.809017)
(0.546010,-0.000000,0.891007)
(0.690983,-0.000000,0.951057)
(0.843566,-0.000000,0.987688)
(1.000000,-0.000000,-1.000000)
(0.851222,-0.048341,-0.987688)
(0.706107,-0.095492,-0.951057)
(0.568229,-0.140291,-0.891007)
(0.440983,-0.181636,-0.809017)
(0.327501,-0.218508,-0.707107)
(0.230579,-0.250000,-0.587785)
(0.152602,-0.275336,-0.453990)
(0.095492,-0.293893,-0.309017)
(0.060653,-0.305212,-0.156434)
(0.048943,-0.309017,0.000000)
(0.060653,-0.305212,0.156434)
(0.095492,-0.293893,0.309017)
(0.152602,-0.275336,0.453990)
(0.230579,-0.250000,0.587785)
(0.327501,-0.218508,0.707107)
(0.440983,-0.181636,0.809017)
(0.568229,-0.140291,0.891007)
(0.706107,-0.095492,0.951057)
(0.851222,-0.048341,0.987688)
(1.000000,-0.000000,-1.000000)
(0.873442,-0.091950,-0.987688)
(0.750000,-0.181636,-0.951057)
(0.632714,-0.266849,-0.891007)
(0.524472,-0.345492,-0.809017)
(0.427939,-0.415627,-0.707107)
(0.345492,-0.475528,-0.587785)
(0.279161,-0.523720,-0.453990)
(0.230579,-0.559017,-0.309017)
(0.200943,-0.580549,-0.156434)
(0.190983,-0.587785,0.000000)
(0.200943,-0.580549,0.156434)
(0.230579,-0.559017,0.309017)
(0.279161,-0.523720,0.453990)
(0.345492,-0.475528,0.587785)
(0.427939,-0.415627,0.707107)
(0.524472,-0.345492,0.809017)
(0.632714,-0.266849,0.891007)
(0.750000,-0.181636,0.951057)
(0.873442,-0.091950,0.987688)
(1.000000,-0.000000,-1.000000)
(0.908050,-0.126558,-0.987688)
(0.818364,-0.250000,-0.951057)
(0.733151,-0.367286,-0.891007)
(0.654508,-0.475528,-0.809017)
(0.584373,-0.572061,-0.707107)
